Entity,year,diabetes,obesity,calories
Myanmar,2027,5.666055,15.009597,2487.887
Myanmar,2028,4.135502,3.8651295,2218.7007
Myanmar,2029,6.5397167,8.961317,2939.8052
Myanmar,2030,9.6138735,11.039932,2369.0344
Myanmar,2031,10.368594,8.501485,2247.2207
Namibia,2022,6.8778095,9.0226,2936.7012
Namibia,2023,6.9619985,10.218804,2923.692
Namibia,2024,6.8333826,12.64758,2939.8687
Namibia,2025,5.737815,16.0879,3074.8823
Namibia,2026,5.705814,12.61655,2768.6953
Namibia,2027,6.898148,8.747678,2405.9187
Namibia,2028,6.789371,8.914165,2371.0007
Namibia,2029,6.6482744,8.560067,2489.4495
Namibia,2030,7.4062777,8.809485,2467.476
Namibia,2031,6.437099,5.9407263,2301.2173
Nauru,2022,7.171115,6.231397,3481.1624
Nauru,2023,6.635667,5.102519,3345.7908
Nauru,2024,7.3671393,8.428968,3236.5957
Nauru,2025,6.2583547,11.337519,2738.5757
Nauru,2026,8.937556,20.720318,2289.7761
Nauru,2027,12.621556,32.93583,2728.725
Nauru,2028,12.608746,38.588642,3039.0696
Nauru,2029,9.815146,26.76239,2818.2053
Nauru,2030,7.876791,30.15996,3022.706
Nauru,2031,6.147275,19.394838,2896.2202
Nepal,2022,7.4935637,17.893822,2455.5266
Nepal,2023,6.797242,18.507391,2570.1465
Nepal,2024,6.2450347,17.546825,2507.5735
Nepal,2025,5.9195943,17.80373,2568.1582
Nepal,2026,5.6694703,17.65921,2540.9695
Nepal,2027,5.14924,17.043383,2348.96
Nepal,2028,3.7171934,11.37209,2057.4207
Nepal,2029,5.100435,7.666223,2375.1624
Nepal,2030,10.070843,13.482091,2317.3027
Nepal,2031,8.866067,14.739216,2810.0247
Netherlands,2022,8.417058,15.714019,3055.142
Netherlands,2023,8.101646,16.750998,2886.2217
Netherlands,2024,7.9672656,18.511332,2846.2944
Netherlands,2025,6.699978,17.91705,2729.8027
Netherlands,2026,5.535101,17.96373,2694.4302
Netherlands,2027,5.5012283,16.72737,2566.2012
Netherlands,2028,7.4462123,13.589519,2340.99
Netherlands,2029,7.7779665,11.577236,2245.1865
Netherlands,2030,4.8894114,12.822278,2544.8652
Netherlands,2031,6.025471,17.335388,2894.8586
New Zealand,2022,10.230965,15.802362,2964.6992
New Zealand,2023,10.795952,13.648342,2675.0242
New Zealand,2024,13.093659,14.996723,2637.5288
New Zealand,2025,12.668495,13.197458,2426.3367
New Zealand,2026,9.416091,7.2581787,2211.2883
New Zealand,2027,8.454846,4.327105,2180.8564
New Zealand,2028,13.488548,8.661535,2326.1296
New Zealand,2029,17.019278,12.336938,2643.584
New Zealand,2030,14.418593,18.997314,3044.968
New Zealand,2031,9.895704,21.414324,2746.4553
Nicaragua,2022,8.940258,16.06582,2768.1453
Nicaragua,2023,9.032071,15.623137,2694.8225
Nicaragua,2024,9.410588,17.332142,2726.8147
Nicaragua,2025,8.104934,16.863447,2720.7954
Nicaragua,2026,6.650719,15.18089,2605.9045
Nicaragua,2027,6.2625065,13.560232,2664.0146
Nicaragua,2028,6.223602,12.263929,2742.7754
Nicaragua,2029,6.4730144,10.241179,2727.0508
Nicaragua,2030,6.867006,7.5170217,2751.4019
Nicaragua,2031,6.4890037,7.3024054,2957.711
Niger,2022,8.056761,17.471935,2780.1294
Niger,2023,8.007056,17.686487,2860.5132
Niger,2024,7.410376,17.13555,2889.0977
Niger,2025,6.783169,15.689349,2912.2568
Niger,2026,6.5451336,12.361768,2902.2563
Niger,2027,5.986942,6.247359,2887.2976
Niger,2028,5.6199965,6.0339327,2683.2537
Niger,2029,7.049101,6.646595,2352.2874
Niger,2030,7.1221204,2.556138,2590.7468
Niger,2031,6.917103,8.8002,2165.6091
Nigeria,2022,7.1671333,9.5377445,2710.7056
Nigeria,2023,7.0474586,7.290007,2551.4932
Nigeria,2024,7.148255,6.665227,2478.3481
Nigeria,2025,6.766303,7.9586368,2480.3655
Nigeria,2026,6.5626903,9.530291,2530.3079
Nigeria,2027,6.497216,11.261796,2585.6365
Nigeria,2028,6.3372326,11.934525,2680.608
Nigeria,2029,6.314664,12.07239,2827.119
Nigeria,2030,6.8556604,12.417969,2871.1062
Nigeria,2031,9.299137,16.002972,2732.2207
North Korea,2022,7.490094,10.6462345,2150.4158
North Korea,2023,7.6069093,12.272499,2231.1396
North Korea,2024,7.370792,13.12445,2273.4612
North Korea,2025,8.32824,16.235992,2606.1997
North Korea,2026,8.538602,15.773174,2508.7808
North Korea,2027,8.046617,16.790194,2727.753
North Korea,2028,8.569398,17.197111,2963.1978
North Korea,2029,8.215351,14.714259,2693.9868
North Korea,2030,7.2822576,14.2252,2870.3938
North Korea,2031,8.106017,10.853558,2660.5415
North Macedonia,2022,9.043087,20.816288,3088.8071
North Macedonia,2023,8.78009,20.989702,3026.119
North Macedonia,2024,8.76568,23.450584,3115.3052
North Macedonia,2025,7.311973,24.47719,3169.689
North Macedonia,2026,5.7602067,25.531076,3226.2573
North Macedonia,2027,5.5398765,26.68996,3285.5427
North Macedonia,2028,5.56424,26.492065,3366.9712
North Macedonia,2029,6.2407413,25.44095,3304.7249
North Macedonia,2030,7.652065,23.935051,3091.5876
North Macedonia,2031,10.940514,20.116577,2834.873
Norway,2022,7.0170674,19.432835,3117.7627
Norway,2023,8.022012,15.38912,2780.4753
Norway,2024,7.7815204,12.808304,2357.451
Norway,2025,7.77388,12.827635,2244.129
Norway,2026,7.4553814,12.964009,2211.519
Norway,2027,7.7598495,11.552894,2165.3616
Norway,2028,9.15682,10.479309,2145.6577
Norway,2029,10.397761,12.679939,2025.2542
Norway,2030,9.06813,14.54788,2161.647
Norway,2031,7.5010405,21.262186,2651.5132
Oman,2022,14.490602,26.611526,2850.1404
Oman,2023,14.168193,25.156525,2770.183
Oman,2024,14.062146,23.817774,2814.4753
Oman,2025,13.297788,23.541311,2930.9824
Oman,2026,11.609695,24.310978,3193.4492
Oman,2027,14.3299465,28.556156,3195.0947
Oman,2028,12.40713,25.994364,2850.8523
Oman,2029,13.126903,26.723791,2871.8486
Oman,2030,10.773675,22.11631,2885.5774
Oman,2031,7.402672,19.484877,2774.9954
Pakistan,2022,10.613368,19.437954,2628.0298
Pakistan,2023,10.849133,22.670046,2870.612
Pakistan,2024,6.966476,17.802807,2715.8442
Pakistan,2025,8.571391,19.117607,2650.4119
Pakistan,2026,8.287388,21.09523,2827.516
Pakistan,2027,6.848586,23.310978,3035.4546
Pakistan,2028,7.1066904,24.700155,3191.9795
Pakistan,2029,7.236877,24.025421,3249.6245
Pakistan,2030,8.90094,24.383307,3372.154
Pakistan,2031,6.70609,22.711784,2938.3262
Panama,2022,7.668013,21.987736,3320.6865
Panama,2023,8.508911,23.088125,3276.2063
Panama,2024,8.478307,23.077452,3186.0967
Panama,2025,8.82911,23.752613,3107.7397
Panama,2026,8.909454,23.102596,3025.3506
Panama,2027,9.687026,20.622295,2923.6355
Panama,2028,10.278492,17.16073,2780.2231
Panama,2029,9.210089,16.95831,2840.332
Panama,2030,7.416584,17.240286,2927.9297
Panama,2031,8.597776,14.334773,2482.0833
Papua New Guinea,2022,9.494425,18.023447,2728.025
Papua New Guinea,2023,9.878205,19.414812,2807.2688
Papua New Guinea,2024,9.6418085,18.478176,2712.6624
Papua New Guinea,2025,9.7491455,20.343859,2801.5952
Papua New Guinea,2026,8.894991,19.522705,2833.8743
Papua New Guinea,2027,8.126114,20.62832,2927.064
Papua New Guinea,2028,7.899663,22.25773,3123.3982
Papua New Guinea,2029,7.353171,22.804634,3108.0625
Papua New Guinea,2030,7.2321,24.04771,3152.4507
Papua New Guinea,2031,7.4343505,20.764917,2997.8694
Paraguay,2022,8.891091,19.312962,2819.064
Paraguay,2023,7.6200914,17.855114,2808.4873
Paraguay,2024,9.067683,19.855724,2837.1565
Paraguay,2025,7.8659883,17.501106,2798.9219
Paraguay,2026,7.636559,15.93853,2810.0308
Paraguay,2027,6.6619325,14.72076,2790.3254
Paraguay,2028,7.079098,15.202294,2802.556
Paraguay,2029,7.2014475,15.228629,2767.9907
Paraguay,2030,7.277283,15.228513,2781.5498
Paraguay,2031,9.85269,14.497882,2783.093
Peru,2022,7.08359,20.324148,3172.0955
Peru,2023,7.922939,19.664398,3033.4941
Peru,2024,9.02118,19.379385,2915.5227
Peru,2025,9.716069,19.763607,2872.5132
Peru,2026,9.3420515,20.010704,2847.5996
Peru,2027,8.759913,20.631115,2833.5776
Peru,2028,8.309906,21.925795,2873.032
Peru,2029,7.7646127,23.616543,2944.0347
Peru,2030,7.1678114,24.87858,3034.7756
Peru,2031,7.561895,24.589064,3089.1057
Philippines,2022,7.9438424,14.983761,2353.1692
Philippines,2023,7.5447807,14.908138,2356.1414
Philippines,2024,7.3300533,14.528196,2376.236
Philippines,2025,6.9145036,15.809374,2621.7463
Philippines,2026,6.3116198,17.755003,2853.5334
Philippines,2027,5.7885404,15.713925,2479.6917
Philippines,2028,5.038066,5.1819444,2244.456
Philippines,2029,7.638778,11.881393,2733.1362
Philippines,2030,9.634819,11.234506,2214.988
Philippines,2031,6.4076533,7.6375003,2810.293
Poland,2022,6.560534,14.0015,2533.805
Poland,2023,6.302834,10.263029,2354.5498
Poland,2024,7.078184,7.2023435,2230.2021
Poland,2025,6.5156226,5.291562,2153.3743
Poland,2026,6.7772717,4.1896586,2075.7195
Poland,2027,7.3413205,2.9778383,2077.7852
Poland,2028,8.443284,1.4573964,2031.7465
Poland,2029,10.530019,1.2214836,2043.3763
Poland,2030,12.752383,7.05115,2438.7947
Poland,2031,8.420741,17.043184,3011.777
Portugal,2022,4.5156264,15.912417,2865.327
Portugal,2023,4.055836,13.242216,2685.2197
Portugal,2024,4.537532,10.597292,2428.335
Portugal,2025,5.440004,8.61119,2313.6426
Portugal,2026,6.5512323,8.472417,2332.204
Portugal,2027,7.5715446,10.387912,2394.3713
Portugal,2028,7.8556533,10.558652,2390.85
Portugal,2029,8.119228,8.638685,2374.121
Portugal,2030,9.475363,13.237226,2519.0862
Portugal,2031,7.2803693,18.905907,3169.2603
Qatar,2022,10.30876,19.074926,2384.6023
Qatar,2023,11.078877,20.52759,2367.9873
Qatar,2024,12.06832,22.734612,2331.0615
Qatar,2025,12.228497,24.913311,2340.6118
Qatar,2026,10.699985,26.047607,2537.204
Qatar,2027,13.497594,31.813837,3075.054
Qatar,2028,11.105175,26.226776,3398.041
Qatar,2029,10.448469,20.50963,3243.449
Qatar,2030,10.152506,19.820507,2782.8728
Qatar,2031,6.922817,15.79818,2536.256
Romania,2022,4.9055576,17.44467,2723.1687
Romania,2023,3.9875941,13.175073,2546.1533
Romania,2024,4.8064594,10.916163,2394.2034
Romania,2025,5.9737573,9.067242,2277.8909
Romania,2026,7.2701783,8.135129,2212.8823
Romania,2027,8.257536,6.3983636,2162.235
Romania,2028,9.230671,4.3455563,2144.6143
Romania,2029,10.65942,4.7378874,2142.5552
Romania,2030,11.204963,9.685144,2408.2888
Romania,2031,7.307759,19.166328,2981.3777
Russia,2022,7.7677503,14.173482,2448.2043
Russia,2023,6.4429684,10.152745,2291.6057
Russia,2024,7.2359176,7.4779572,2225.4375
Russia,2025,6.966931,7.0653424,2190.0288
Russia,2026,7.394084,6.7662997,2126.974
Russia,2027,8.420173,4.6319256,2008.8602
Russia,2028,10.249718,1.6567596,1902.4364
Russia,2029,13.036991,2.535953,2177.6887
Russia,2030,11.283581,22.139019,3095.6152
Russia,2031,8.363495,13.192935,2650.6936
Rwanda,2022,5.361214,5.145196,2603.623
Rwanda,2023,5.8991213,6.449768,2674.8323
Rwanda,2024,6.7227974,7.809293,2632.2751
Rwanda,2025,8.387421,12.627052,2677.8677
Rwanda,2026,10.341658,17.625721,2777.845
Rwanda,2027,8.675647,18.398478,2866.9805
Rwanda,2028,7.373062,15.788837,2853.7595
Rwanda,2029,7.568181,13.222552,2627.9517
Rwanda,2030,8.632251,14.255113,2802.7573
Rwanda,2031,8.391837,13.435607,2865.6604
Saint Kitts and Nevis,2022,7.886548,21.481594,2846.5708
Saint Kitts and Nevis,2023,8.059689,22.923174,2932.9504
Saint Kitts and Nevis,2024,7.238891,20.543123,2814.4648
Saint Kitts and Nevis,2025,6.925133,18.536692,2747.5693
Saint Kitts and Nevis,2026,7.062477,19.954384,2824.7358
Saint Kitts and Nevis,2027,7.1689134,22.52862,3044.124
Saint Kitts and Nevis,2028,7.0338583,24.258034,3245.9553
Saint Kitts and Nevis,2029,7.1254215,25.653055,3375.1133
Saint Kitts and Nevis,2030,7.202139,22.931019,3261.1182
Saint Kitts and Nevis,2031,8.898082,13.660357,3223.2498
Saint Lucia,2022,8.550362,21.108274,2795.157
Saint Lucia,2023,8.477655,22.486782,2898.989
Saint Lucia,2024,7.8902893,21.853157,2881.8047
Saint Lucia,2025,7.695338,22.370548,2900.699
Saint Lucia,2026,7.6492953,22.604265,2901.8618
Saint Lucia,2027,7.0769033,21.405634,2877.6892
Saint Lucia,2028,6.937734,19.748438,2856.3723
Saint Lucia,2029,6.7476206,15.178085,2816.1633
Saint Lucia,2030,4.031067,10.732708,2940.0845
Saint Lucia,2031,6.774243,22.44942,3184.1177
Saint Vincent and the Grenadines,2022,10.204127,23.273819,3509.5388
Saint Vincent and the Grenadines,2023,9.358737,23.057602,3498.5833
Saint Vincent and the Grenadines,2024,7.470876,21.036018,3286.99
Saint Vincent and the Grenadines,2025,6.8824687,18.098282,2911.7366
Saint Vincent and the Grenadines,2026,7.2753406,15.496752,2633.5342
Saint Vincent and the Grenadines,2027,9.47472,14.413366,2447.2004
Saint Vincent and the Grenadines,2028,12.978656,19.918636,2582.135
Saint Vincent and the Grenadines,2029,14.137098,26.673893,2952.6748
Saint Vincent and the Grenadines,2030,10.42562,25.883383,3251.1514
Saint Vincent and the Grenadines,2031,6.35714,21.12205,3172.3916
Samoa,2022,7.9042945,20.010273,2604.573
Samoa,2023,7.740459,18.081541,2347.7651
Samoa,2024,7.8849792,22.964184,2668.823
Samoa,2025,7.531653,27.469118,2959.7815
Samoa,2026,7.1561975,28.98032,3003.3345
Samoa,2027,5.3284874,26.080378,2984.8953
Samoa,2028,7.2524514,28.391195,2922.186
Samoa,2029,10.981098,28.318209,2665.6428
Samoa,2030,12.765633,32.113293,2521.7134
Samoa,2031,9.227108,20.052446,2766.203
Sao Tome and Principe,2022,5.412692,8.088398,2704.0884
Sao Tome and Principe,2023,5.155668,5.290704,2627.2622
Sao Tome and Principe,2024,5.712662,3.9809701,2424.7998
Sao Tome and Principe,2025,5.8604207,-0.07187582,2392.5754
Sao Tome and Principe,2026,5.0526443,-1.8175672,2346.25
Sao Tome and Principe,2027,4.684377,-0.08459814,2119.926
Sao Tome and Principe,2028,4.1347055,2.6588168,2136.9846
Sao Tome and Principe,2029,4.7986436,5.778896,2365.7622
Sao Tome and Principe,2030,5.8149834,8.6122675,2554.0007
Sao Tome and Principe,2031,6.843365,11.699129,2599.9248
Saudi Arabia,2022,7.918926,20.965862,2714.7605
Saudi Arabia,2023,8.343257,20.487581,2578.335
Saudi Arabia,2024,8.60005,21.627857,2623.7756
Saudi Arabia,2025,8.896769,23.062462,2713.9214
Saudi Arabia,2026,8.509759,23.735968,2772.9417
Saudi Arabia,2027,8.016388,24.059637,2816.2197
Saudi Arabia,2028,7.217174,25.226475,2905.79
Saudi Arabia,2029,6.2658896,25.129154,3016.3547
Saudi Arabia,2030,7.5582457,23.641808,2900.5396
Saudi Arabia,2031,8.178834,22.030085,2768.7322
Senegal,2022,7.347399,14.610871,2553.8928
Senegal,2023,7.2354913,15.745504,2698.7932
Senegal,2024,7.4429564,14.181491,2752.3494
Senegal,2025,7.004386,6.953854,2432.2908
Senegal,2026,6.558585,5.716798,2369.8936
Senegal,2027,5.856242,7.084367,2414.8374
Senegal,2028,5.8373528,10.6134615,2487.9097
Senegal,2029,6.5286345,10.474765,2554.3137
Senegal,2030,5.7892795,10.344006,2776.586
Senegal,2031,7.158991,13.078817,2875.852
Serbia,2022,5.3274565,17.569597,2738.1653
Serbia,2023,4.6689444,13.382545,2588.473
Serbia,2024,5.7967916,11.348558,2420.2522
Serbia,2025,5.949386,8.558362,2273.6973
Serbia,2026,6.9584517,7.462689,2246.976
Serbia,2027,7.9496603,7.8888645,2310.0662
Serbia,2028,8.038804,8.352907,2338.945
Serbia,2029,7.982927,7.270066,2370.6377
Serbia,2030,8.322622,8.406593,2420.103
Serbia,2031,8.339895,21.083733,3168.8574
Seychelles,2022,8.993073,20.859625,3111.595
Seychelles,2023,9.13453,19.15182,3092.6768
Seychelles,2024,8.918188,17.490194,2971.6785
Seychelles,2025,9.539838,17.087023,2899.1255
Seychelles,2026,10.236243,18.170227,2798.1694
Seychelles,2027,10.811917,15.974653,2792.6729
Seychelles,2028,8.83792,8.299128,2793.2905
Seychelles,2029,7.6909547,7.4791107,2516.1284
Seychelles,2030,10.122483,15.7448635,2587.5715
Seychelles,2031,10.868493,17.9943,2647.6711
Sierra Leone,2022,6.210822,3.517845,2468.1663
Sierra Leone,2023,7.6818633,1.0184387,2436.6646
Sierra Leone,2024,8.480928,5.8449945,2588.7327
Sierra Leone,2025,7.42203,13.130388,2789.1497
Sierra Leone,2026,6.2138767,10.26679,2667.0144
Sierra Leone,2027,6.017696,9.0031805,2622.847
Sierra Leone,2028,5.465963,8.407034,2584.039
Sierra Leone,2029,5.8405943,11.393734,2796.2908
Sierra Leone,2030,8.031456,16.779692,3010.1772
Sierra Leone,2031,11.250596,20.385147,2830.633
Slovakia,2022,9.696156,17.093416,3050.0144
Slovakia,2023,9.799478,15.494298,2894.3186
Slovakia,2024,10.13558,20.064861,2982.9102
Slovakia,2025,8.193269,23.622675,3092.4058
Slovakia,2026,5.7403426,22.642801,3023.975
Slovakia,2027,6.4137063,22.315947,2839.428
Slovakia,2028,7.5327177,22.616955,2806.6096
Slovakia,2029,7.7960815,21.492683,2820.0337
Slovakia,2030,7.3609514,20.5681,3059.5747
Slovakia,2031,9.196277,16.713367,2958.9663
Slovenia,2022,6.885571,17.809752,2664.3955
Slovenia,2023,6.075662,13.9295435,2532.8005
Slovenia,2024,6.4347734,11.337823,2460.0615
Slovenia,2025,6.3472524,11.209548,2397.1582
Slovenia,2026,6.862034,13.154972,2369.6045
Slovenia,2027,7.7224903,12.952842,2324.6855
Slovenia,2028,8.05037,14.8765745,2431.4526
Slovenia,2029,7.345375,19.084862,2736.8418
Slovenia,2030,7.587643,21.995937,2870.2454
Slovenia,2031,7.732526,14.00059,2630.234
Solomon Islands,2022,8.986998,18.574152,2732.149
Solomon Islands,2023,9.333945,20.207472,2809.409
Solomon Islands,2024,9.242431,19.889853,2744.9355
Solomon Islands,2025,9.183474,21.42302,2810.4644
Solomon Islands,2026,8.759117,21.526213,2840.6711
Solomon Islands,2027,8.683248,21.928165,2828.3499
Solomon Islands,2028,8.616159,22.94283,2938.3647
Solomon Islands,2029,7.625079,23.773323,3062.6067
Solomon Islands,2030,7.068042,24.63378,3185.0215
Solomon Islands,2031,6.799977,22.959236,3020.3438
South Africa,2022,7.616427,21.532434,2776.856
South Africa,2023,7.665447,21.66773,2723.499
South Africa,2024,7.2210236,21.207031,2737.3584
South Africa,2025,6.4186573,20.526194,2760.4233
South Africa,2026,6.3617525,20.081953,2723.0374
South Africa,2027,6.5472836,19.509289,2680.5825
South Africa,2028,7.865024,20.416603,2691.4705
South Africa,2029,8.425727,18.302961,2731.0027
South Africa,2030,9.084449,15.016646,2815.6523
South Africa,2031,11.485919,14.93083,2928.799
South Korea,2022,6.0902214,11.472647,2254.0247
South Korea,2023,5.6812053,10.913264,2226.7769
South Korea,2024,6.246615,12.009612,2216.8875
South Korea,2025,7.427566,13.789251,2264.379
South Korea,2026,7.3595743,13.848602,2275.7432
South Korea,2027,5.961306,10.462933,2045.7413
South Korea,2028,4.7465744,6.4066305,1897.5641
South Korea,2029,3.4821901,4.03014,2100.2227
South Korea,2030,5.291592,7.8164053,2401.6777
South Korea,2031,8.2934675,9.671913,2288.2126
Spain,2022,10.319522,18.804235,2733.3389
Spain,2023,9.811909,15.549339,2568.5427
Spain,2024,11.526439,15.399392,2509.7969
Spain,2025,10.180859,9.827264,2264.7368
Spain,2026,8.444551,7.445326,2158.4587
Spain,2027,7.958535,7.427395,2143.3503
Spain,2028,8.664262,10.441,2380.172
Spain,2029,10.942134,20.590008,3095.8555
Spain,2030,9.951947,21.489147,3128.3523
Spain,2031,8.903479,17.371174,2700.6604
Sri Lanka,2022,8.045788,15.469796,2309.8628
Sri Lanka,2023,7.863221,16.243917,2401.858
Sri Lanka,2024,7.2416387,16.281937,2415.53
Sri Lanka,2025,6.820589,17.227915,2568.8657
Sri Lanka,2026,7.047981,17.63787,2516.9673
Sri Lanka,2027,7.8457494,17.977468,2297.3442
Sri Lanka,2028,6.6512938,17.88341,2422.2805
Sri Lanka,2029,5.423745,8.124209,2541.0037
Sri Lanka,2030,7.958782,7.1712675,2272.0947
Sri Lanka,2031,6.8296576,0.96761113,2614.102
Suriname,2022,8.35885,19.928696,2641.3677
Suriname,2023,8.534853,20.369331,2600.406
Suriname,2024,8.354249,21.029709,2640.6504
Suriname,2025,7.586939,20.649937,2744.762
Suriname,2026,6.985958,20.343292,2853.2817
Suriname,2027,7.1470513,19.779764,2925.3323
Suriname,2028,7.752095,18.305565,2838.5515
Suriname,2029,8.120565,16.502579,2768.5159
Suriname,2030,7.575419,14.605931,2808.9065
Suriname,2031,7.082127,10.22336,2732.1616
Sweden,2022,5.860382,12.381098,2825.3772
Sweden,2023,6.416944,13.644678,2769.6091
Sweden,2024,6.8953066,15.978232,2742.9436
Sweden,2025,6.5466757,17.60886,2643.605
Sweden,2026,5.700843,17.973288,2604.9688
Sweden,2027,5.1461596,18.787474,2689.4387
Sweden,2028,5.550986,19.728592,2765.8655
Sweden,2029,6.0376015,17.811884,2676.8672
Sweden,2030,4.860334,13.753753,2890.5176
Sweden,2031,3.449019,11.729079,3100.097
Switzerland,2022,4.2303734,6.788575,2833.014
Switzerland,2023,3.749066,6.881732,2722.6711
Switzerland,2024,2.8252318,7.628801,2554.5835
Switzerland,2025,2.274391,9.060251,2445.8762
Switzerland,2026,2.722992,10.4497385,2401.0767
Switzerland,2027,4.31248,10.181775,2339.4478
Switzerland,2028,6.9983,7.973262,2083.4087
Switzerland,2029,7.3103795,4.4000726,1872.3147
Switzerland,2030,4.90954,9.413631,2232.5405
Switzerland,2031,5.523247,17.477627,3045.5645
Syria,2022,8.703087,18.802048,2683.7898
Syria,2023,9.078914,20.5004,2663.1763
Syria,2024,8.959244,21.111902,2667.3152
Syria,2025,8.471325,21.976109,2779.5564
Syria,2026,7.6479063,21.834171,2923.342
Syria,2027,7.378423,20.878584,2973.4033
Syria,2028,8.329255,19.693962,2906.8875
Syria,2029,9.311577,18.722057,2856.8215
Syria,2030,8.688081,19.117443,2853.541
Syria,2031,7.2655616,14.728512,2973.468
Tajikistan,2022,7.895909,21.699879,3044.5374
Tajikistan,2023,6.6883154,23.08316,3366.561
Tajikistan,2024,5.9457474,20.119913,3343.8113
Tajikistan,2025,7.7012753,3.9099853,2621.3286
Tajikistan,2026,8.568041,11.703525,2424.976
Tajikistan,2027,7.261578,12.118229,2557.9812
Tajikistan,2028,5.907819,7.131954,2542.2778
Tajikistan,2029,6.5399914,8.480941,2290.1719
Tajikistan,2030,5.380459,5.662843,2185.3318
Tajikistan,2031,7.8868904,5.3898845,2227.8867
Tanzania,2022,10.098204,14.141531,2469.9875
Tanzania,2023,10.039908,15.88514,2582.7227
Tanzania,2024,9.436575,16.868286,2585.0208
Tanzania,2025,10.9093075,20.480577,2798.0173
Tanzania,2026,9.694995,20.662596,2931.5432
Tanzania,2027,9.774304,19.16952,2915.2424
Tanzania,2028,9.564008,17.50548,2858.331
Tanzania,2029,10.2890215,17.51463,2900.1016
Tanzania,2030,8.660815,16.397417,2912.7207
Tanzania,2031,7.9949355,20.274439,2947.7915
Thailand,2022,7.9682074,19.711765,2792.2148
Thailand,2023,7.963256,21.890537,3075.9543
Thailand,2024,6.8373375,22.531332,3134.457
Thailand,2025,7.6417,22.42968,3203.746
Thailand,2026,8.651292,21.27521,3081.1982
Thailand,2027,11.064825,19.936579,2708.0444
Thailand,2028,10.057667,16.222692,2679.9136
Thailand,2029,7.830116,9.847122,2818.9646
Thailand,2030,6.9489307,6.2686515,2615.6567
Thailand,2031,11.25409,16.318905,2347.3176
Togo,2022,5.866666,7.83032,2559.5808
Togo,2023,5.8969502,4.610262,2515.3674
Togo,2024,9.011564,5.1902122,2688.2312
Togo,2025,7.5076146,10.529537,2562.3755
Togo,2026,5.972925,10.267529,2580.108
Togo,2027,5.815469,9.015964,2510.7292
Togo,2028,6.091317,10.471987,2485.8828
Togo,2029,6.032735,13.366968,2648.0283
Togo,2030,6.378575,14.56347,2891.6758
Togo,2031,7.5076146,12.668824,2869.8967
Trinidad and Tobago,2022,11.832527,27.610176,3063.3662
Trinidad and Tobago,2023,12.913875,27.408709,3121.6677
Trinidad and Tobago,2024,12.089294,25.771482,3099.3567
Trinidad and Tobago,2025,12.886473,25.337214,3112.0574
Trinidad and Tobago,2026,12.257497,25.06746,2974.3652
Trinidad and Tobago,2027,12.309261,26.467358,2963.3123
Trinidad and Tobago,2028,13.499839,30.92296,2870.1472
Trinidad and Tobago,2029,12.614006,31.581354,2754.8755
Trinidad and Tobago,2030,13.836116,28.60135,2865.0122
Trinidad and Tobago,2031,9.378965,23.782324,3235.911
Tunisia,2022,12.285303,30.712585,3012.2446
Tunisia,2023,10.874283,26.139069,2983.5293
Tunisia,2024,12.667161,25.45306,3077.7957
Tunisia,2025,8.22883,19.821901,2979.9866
Tunisia,2026,9.085331,21.522017,3114.693
Tunisia,2027,6.7176194,15.902914,2825.7039
Tunisia,2028,8.206275,14.148765,2315.549
Tunisia,2029,7.530705,10.802672,2076.0056
Tunisia,2030,8.229562,12.954212,2465.4314
Tunisia,2031,7.2355323,19.271181,2783.4827
Turkey,2022,12.202637,29.857626,2781.171
Turkey,2023,10.902133,25.418274,2666.7146
Turkey,2024,13.998058,26.548286,2649.8267
Turkey,2025,12.857545,25.45229,2652.0166
Turkey,2026,14.5112,26.437613,2856.43
Turkey,2027,10.621046,22.913832,2963.4446
Turkey,2028,11.239309,24.745405,3009.844
Turkey,2029,13.150801,26.752222,3009.2092
Turkey,2030,13.034061,27.599077,2898.4563
Turkey,2031,6.213416,15.690552,2781.2048
Turkmenistan,2022,7.717847,24.190084,3271.5012
Turkmenistan,2023,7.6466355,23.109005,3387.0076
Turkmenistan,2024,6.999972,17.547308,3050.94
Turkmenistan,2025,6.8326707,10.233626,2570.8855
Turkmenistan,2026,10.644861,13.628355,2672.2078
Turkmenistan,2027,12.520561,15.332838,2759.1165
Turkmenistan,2028,10.639389,14.333216,2406.8914
Turkmenistan,2029,7.95091,11.098617,2306.5564
Turkmenistan,2030,7.549301,11.446415,2276.7856
Turkmenistan,2031,13.13407,14.816478,2563.572
Uganda,2022,5.1242495,4.1285343,2511.662
Uganda,2023,5.205568,3.7719285,2549.9329
Uganda,2024,5.3421283,2.1010978,2501.3015
Uganda,2025,5.1859064,0.79786766,2478.7798
Uganda,2026,5.234109,0.89786494,2452.6838
Uganda,2027,5.513451,3.8016996,2461.447
Uganda,2028,6.7732563,8.227077,2482.3667
Uganda,2029,7.991649,11.884043,2488.0642
Uganda,2030,8.89979,14.584431,2481.368
Uganda,2031,8.743675,16.995485,2622.337
Ukraine,2022,10.4824505,21.057812,2867.4805
Ukraine,2023,9.909591,19.159445,2781.461
Ukraine,2024,10.94274,20.109535,2900.8093
Ukraine,2025,10.719373,20.574186,2943.3535
Ukraine,2026,9.023363,19.301188,2862.0518
Ukraine,2027,7.2101884,18.965218,2848.0864
Ukraine,2028,7.0934935,21.385817,2895.9395
