Entity,year,diabetes,obesity,calories
Ethiopia,2027,7.0413256,9.653896,3054.0608
Ethiopia,2028,6.976068,10.437307,2911.9482
Ethiopia,2029,6.5682034,9.253352,2510.692
Ethiopia,2030,6.548857,2.5245051,2534.4287
Ethiopia,2031,5.349405,7.691681,2264.7434
Fiji,2022,8.543468,21.152016,2839.5005
Fiji,2023,9.155603,21.963142,2744.2485
Fiji,2024,9.127856,22.378658,2715.9568
Fiji,2025,8.323876,22.989185,2808.5413
Fiji,2026,7.6633244,23.398798,2935.8252
Fiji,2027,7.8530297,23.661335,3011.7764
Fiji,2028,8.082665,23.233536,3030.1675
Fiji,2029,7.3341746,22.617918,3049.3323
Fiji,2030,6.7707777,21.522394,3044.438
Fiji,2031,6.2219954,15.586238,2836.3438
Finland,2022,9.070421,20.310585,2806.6394
Finland,2023,8.032763,20.389967,2781.3298
Finland,2024,7.9191585,21.51075,2893.4775
Finland,2025,7.2718186,21.707462,2917.4587
Finland,2026,7.34297,21.12049,2857.9111
Finland,2027,7.7264113,19.712234,2763.5825
Finland,2028,8.009958,16.498608,2653.3125
Finland,2029,7.5064754,17.10371,2754.892
Finland,2030,6.145104,18.925167,2959.8804
Finland,2031,7.9480147,17.399551,2894.366
France,2022,3.0257215,18.202705,2943.5818
France,2023,2.373093,16.334023,2831.2437
France,2024,2.6722205,14.915762,2671.208
France,2025,3.4287531,13.312876,2531.3926
France,2026,4.3649073,12.272337,2432.0159
France,2027,5.1675,10.828713,2344.5688
France,2028,6.152414,9.22886,2314.9924
France,2029,6.3746533,10.059868,2426.977
France,2030,4.1292357,15.017747,2785.9814
France,2031,4.30174,18.038845,3381.5042
Gabon,2022,7.8119802,23.533829,3058.7102
Gabon,2023,6.5487113,20.229673,3088.7605
Gabon,2024,5.922633,9.027164,2706.3396
Gabon,2025,7.4445667,5.440403,2350.8828
Gabon,2026,6.33712,15.693553,3070.029
Gabon,2027,8.502685,19.084293,2911.8499
Gabon,2028,8.071331,14.29511,2404.6099
Gabon,2029,6.654842,6.856189,2108.259
Gabon,2030,6.439549,10.377702,2299.3215
Gabon,2031,11.210281,17.387476,3065.1816
Gambia,2022,5.935722,16.098038,2307.654
Gambia,2023,4.614258,12.722695,2274.7073
Gambia,2024,5.390535,9.153355,2594.1267
Gambia,2025,8.860343,9.634848,2872.998
Gambia,2026,6.837823,15.69908,3357.1643
Gambia,2027,6.7011447,14.241142,3399.2297
Gambia,2028,6.3561134,13.218432,3191.1118
Gambia,2029,5.7562356,11.142371,2697.2466
Gambia,2030,6.7405896,12.7648735,2453.236
Gambia,2031,6.276893,10.750584,2401.3867
Georgia,2022,8.46364,24.517221,3094.6936
Georgia,2023,6.866153,19.451283,3024.949
Georgia,2024,5.8040967,9.334674,2809.6199
Georgia,2025,6.8342767,11.041051,2925.9102
Georgia,2026,10.161142,22.506176,3314.0679
Georgia,2027,8.773679,22.595375,2898.5183
Georgia,2028,5.2977223,11.395351,2427.7861
Georgia,2029,4.7296543,14.088816,2338.536
Georgia,2030,9.999167,21.44009,2675.626
Georgia,2031,13.262471,24.528147,3105.013
Germany,2022,4.625372,19.323341,2896.9429
Germany,2023,4.4119477,16.867666,2723.0059
Germany,2024,4.7297196,13.831801,2524.1238
Germany,2025,4.7743177,9.408097,2354.901
Germany,2026,5.676442,7.8387437,2241.488
Germany,2027,6.752458,6.139499,2156.0815
Germany,2028,8.282702,3.745985,2110.6912
Germany,2029,10.282881,3.4741254,2118.7007
Germany,2030,11.708807,8.059718,2281.8743
Germany,2031,10.813478,21.339537,3073.147
Ghana,2022,5.6299767,4.6903634,2158.3662
Ghana,2023,5.6870456,3.386346,2166.1577
Ghana,2024,5.9342413,4.635612,2277.9817
Ghana,2025,5.812036,5.7960577,2331.08
Ghana,2026,6.190283,4.940963,2358.2996
Ghana,2027,6.6486497,5.6711593,2304.9514
Ghana,2028,7.3907795,11.479148,2363.373
Ghana,2029,7.8435173,18.332811,2604.845
Ghana,2030,6.555556,16.810816,2784.2812
Ghana,2031,5.639328,8.576732,2637.453
Greece,2022,7.6861486,12.509524,2649.4026
Greece,2023,6.704872,9.373842,2492.0835
Greece,2024,7.874125,10.907839,2344.9524
Greece,2025,8.043036,11.842362,2246.5642
Greece,2026,7.69932,10.577136,2192.4827
Greece,2027,7.3650684,4.856386,2042.5061
Greece,2028,10.214337,1.6180544,1986.2551
Greece,2029,14.787378,3.9338162,2359.8015
Greece,2030,11.355575,26.461586,3196.6313
Greece,2031,7.015381,9.094403,2521.485
Grenada,2022,8.977042,19.054117,2920.3115
Grenada,2023,9.506739,20.345894,2964.268
Grenada,2024,9.601117,19.816923,2795.026
Grenada,2025,9.446867,21.278736,2844.9473
Grenada,2026,7.9738736,20.468182,2838.7024
Grenada,2027,7.1669545,19.03905,2905.2424
Grenada,2028,8.043756,18.52018,2988.0264
Grenada,2029,8.359439,18.82566,3027.4058
Grenada,2030,8.079861,12.014817,3053.3096
Grenada,2031,6.708459,13.924908,3026.2942
Guatemala,2022,10.372263,19.355232,2711.8452
Guatemala,2023,10.739317,20.949017,2727.7556
Guatemala,2024,9.774584,20.54818,2662.2307
Guatemala,2025,9.711064,21.208609,2699.098
Guatemala,2026,8.753292,21.33116,2754.7363
Guatemala,2027,8.077415,22.855743,2878.759
Guatemala,2028,7.4028654,23.254955,2949.4976
Guatemala,2029,7.3127246,22.826189,2989.1978
Guatemala,2030,7.6820493,21.594427,2992.6802
Guatemala,2031,7.841053,16.855267,2892.86
Guinea,2022,8.103472,16.032913,2698.706
Guinea,2023,7.1277113,10.989355,2423.4248
Guinea,2024,6.7822986,6.6285644,2319.6465
Guinea,2025,6.4697223,4.6546764,2332.469
Guinea,2026,6.237496,3.5457299,2330.7957
Guinea,2027,5.4689555,6.3336987,2240.6785
Guinea,2028,6.3345833,11.4765625,2316.6335
Guinea,2029,7.7261963,15.1216345,2637.9119
Guinea,2030,6.260971,15.583186,2981.3506
Guinea,2031,6.5881076,11.96117,2890.32
Guinea-Bissau,2022,5.553326,1.8985769,2519.3105
Guinea-Bissau,2023,6.012085,-1.5643549,2376.1401
Guinea-Bissau,2024,7.117056,-1.4219179,2249.8655
Guinea-Bissau,2025,6.5067573,2.8630455,2404.9993
Guinea-Bissau,2026,7.097738,4.1328545,2457.0383
Guinea-Bissau,2027,7.2423806,5.258211,2468.3167
Guinea-Bissau,2028,6.030713,5.4190063,2513.098
Guinea-Bissau,2029,6.1032205,8.073934,2674.1199
Guinea-Bissau,2030,8.641697,13.72578,2764.0457
Guinea-Bissau,2031,13.806981,25.328194,2765.0852
Guyana,2022,8.84826,17.458874,2608.0083
Guyana,2023,10.680727,20.524685,2617.8677
Guyana,2024,10.651148,23.962214,2879.9897
Guyana,2025,10.399739,24.202658,3068.403
Guyana,2026,10.175421,24.896412,3397.1165
Guyana,2027,9.9456415,20.95277,3381.7844
Guyana,2028,9.818266,17.823927,2915.161
Guyana,2029,10.971569,27.91827,2309.6755
Guyana,2030,12.864783,35.968086,2486.104
Guyana,2031,8.854862,10.405649,2838.2363
Haiti,2022,8.36019,10.86378,2847.6633
Haiti,2023,8.389615,11.170324,2832.6863
Haiti,2024,7.772545,9.537406,2475.7488
Haiti,2025,7.36453,12.777737,2707.245
Haiti,2026,5.924555,17.09345,3051.5676
Haiti,2027,6.0942655,17.05363,3055.1555
Haiti,2028,6.0124702,16.332706,2969.6948
Haiti,2029,5.743692,14.047985,2913.5186
Haiti,2030,5.917286,8.870155,2455.7493
Haiti,2031,5.499759,5.252084,2188.7327
Honduras,2022,8.4165325,9.908642,2971.224
Honduras,2023,8.5594425,9.9144745,2863.5474
Honduras,2024,8.408569,15.102742,3006.438
Honduras,2025,7.6993814,19.523031,3083.3796
Honduras,2026,5.6072216,10.23995,2633.57
Honduras,2027,7.47967,12.149863,2476.803
Honduras,2028,8.004519,17.845419,2755.6028
Honduras,2029,10.081256,18.978168,3073.427
Honduras,2030,10.581639,18.113825,3175.3103
Honduras,2031,7.556049,8.779087,2490.6821
Hungary,2022,7.7466974,19.675173,3185.3013
Hungary,2023,8.344621,19.647135,3030.6482
Hungary,2024,10.775429,20.168688,2893.5713
Hungary,2025,10.737669,14.846257,2555.2332
Hungary,2026,8.524253,9.74047,2364.7861
Hungary,2027,8.048687,5.702377,2212.6462
Hungary,2028,10.35682,5.3364735,2167.9358
Hungary,2029,11.958861,5.3542404,2126.6257
Hungary,2030,12.6079445,8.525325,2240.7412
Hungary,2031,8.223775,15.6929,2862.6145
Iceland,2022,4.4320908,21.206268,2792.5107
Iceland,2023,3.8421643,17.623625,2651.547
Iceland,2024,3.7965221,14.343488,2562.3591
Iceland,2025,4.66502,11.883196,2432.423
Iceland,2026,6.3065505,11.817536,2344.9038
Iceland,2027,6.6482615,11.934594,2307.01
Iceland,2028,6.802152,11.662823,2385.5518
Iceland,2029,7.7095103,12.334722,2647.6304
Iceland,2030,7.045296,18.264309,2945.2388
Iceland,2031,6.6501603,23.292221,3199.738
India,2022,7.1900406,16.276743,2355.0269
India,2023,6.6286187,17.051155,2493.3633
India,2024,6.031264,16.96927,2485.3616
India,2025,5.5217996,18.860664,2664.329
India,2026,6.4680085,17.909687,2469.3367
India,2027,7.0939584,18.03478,2345.3528
India,2028,5.817349,15.725029,2535.982
India,2029,6.8500195,9.1204,2911.7683
India,2030,10.361068,9.633413,2340.8662
India,2031,9.087198,12.528752,2576.2153
Indonesia,2022,7.4787555,16.548616,2565.9495
Indonesia,2023,6.8719,18.022875,2731.1658
Indonesia,2024,6.116475,18.844208,2803.2424
Indonesia,2025,5.8618245,19.927534,2947.4094
Indonesia,2026,5.734495,18.814514,2753.612
Indonesia,2027,6.1715965,16.202728,2285.345
Indonesia,2028,5.1438804,13.848175,2159.6326
Indonesia,2029,3.9437094,7.3958883,2252.5269
Indonesia,2030,5.087536,4.418673,2066.197
Indonesia,2031,8.548232,13.147265,2771.8435
Iran,2022,11.225285,27.051212,3280.331
Iran,2023,10.720978,26.523981,3289.2026
Iran,2024,8.218346,21.562565,3061.353
Iran,2025,7.041926,16.823381,2590.1108
Iran,2026,7.183803,16.208036,2431.0266
Iran,2027,9.418157,20.884844,2649.9946
Iran,2028,13.061664,26.239595,2887.8596
Iran,2029,13.748596,28.035189,2954.7817
Iran,2030,11.307058,28.80902,3192.429
Iran,2031,5.2223845,20.930716,3021.023
Iraq,2022,8.543525,18.39963,2822.8416
Iraq,2023,8.802053,17.585562,2681.7168
Iraq,2024,8.32863,15.82241,2423.1936
Iraq,2025,7.5321584,16.329588,2508.178
Iraq,2026,6.334802,18.554035,2847.006
Iraq,2027,6.167693,19.402111,3032.9504
Iraq,2028,6.495212,18.30783,3021.4053
Iraq,2029,7.429557,15.319646,2988.777
Iraq,2030,7.4771924,10.876527,2711.648
Iraq,2031,7.592447,8.601682,2754.6099
Ireland,2022,4.4159255,20.428268,2912.453
Ireland,2023,4.4583225,17.908022,2662.6116
Ireland,2024,5.0430236,15.863604,2562.5413
Ireland,2025,5.997778,13.9612465,2480.863
Ireland,2026,7.3597903,12.827367,2403.0479
Ireland,2027,9.018964,10.40396,2346.5623
Ireland,2028,10.70919,8.536037,2331.4387
Ireland,2029,11.14092,10.375364,2255.1316
Ireland,2030,9.534117,14.821418,2462.2134
Ireland,2031,8.528812,27.732946,2868.7205
Israel,2022,4.577623,12.252961,2592.8303
Israel,2023,4.58348,9.995692,2468.9988
Israel,2024,5.327956,7.3770475,2251.7532
Israel,2025,5.7733464,5.4074535,2137.838
Israel,2026,6.3542185,4.5260963,2088.4658
Israel,2027,7.011236,4.031011,2089.4905
Israel,2028,8.209637,5.05896,2103.2424
Israel,2029,9.940026,6.73146,2307.1394
Israel,2030,9.649169,7.8966684,2572.0527
Israel,2031,8.129885,19.149336,3210.5774
Italy,2022,5.8482122,18.501816,3082.0193
Italy,2023,4.212114,17.75476,2971.9536
Italy,2024,3.1677158,14.623917,2709.821
Italy,2025,4.4151926,12.251025,2511.563
Italy,2026,6.1823025,10.962784,2338.1538
Italy,2027,7.3175545,10.084337,2231.7932
Italy,2028,7.8790855,9.155438,2135.058
Italy,2029,8.337569,8.211667,2061.8494
Italy,2030,8.638993,7.6592793,2177.1501
Italy,2031,8.758038,20.615479,2964.138
Jamaica,2022,7.8097053,23.778479,2855.1814
Jamaica,2023,7.5745826,23.188217,2859.9224
Jamaica,2024,6.8877916,21.087265,2781.1108
Jamaica,2025,6.6307106,19.595966,2760.61
Jamaica,2026,6.0634084,18.381954,2846.8591
Jamaica,2027,5.7784944,17.947165,2915.3335
Jamaica,2028,6.6955132,14.133371,2801.552
Jamaica,2029,8.080784,11.88471,2530.414
Jamaica,2030,11.158535,17.286016,2714.3037
Jamaica,2031,14.087289,23.17483,2980.32
Japan,2022,6.958751,15.451664,2557.925
Japan,2023,6.721092,16.173922,2674.595
Japan,2024,6.3878713,16.24223,2717.5923
Japan,2025,6.2471495,16.751635,2825.3486
Japan,2026,6.4511614,16.668707,2824.5618
Japan,2027,6.2019277,14.058009,2544.4507
Japan,2028,4.3304477,3.3422935,2348.0078
Japan,2029,6.449653,8.397362,2931.7397
Japan,2030,9.89203,9.206657,2278.171
Japan,2031,9.256487,9.005006,2410.1934
Jordan,2022,8.3311825,20.441586,2659.2542
Jordan,2023,9.069192,21.659292,2587.958
Jordan,2024,8.698788,22.151833,2547.1206
Jordan,2025,7.372692,22.15053,2638.9238
Jordan,2026,5.944567,22.317463,2803.4001
Jordan,2027,5.3245773,22.622494,2878.0652
Jordan,2028,5.907808,20.948614,2816.162
Jordan,2029,6.192889,19.617086,2829.2542
Jordan,2030,6.974089,18.245003,3003.844
Jordan,2031,7.866651,13.189406,2851.4019
Kazakhstan,2022,10.62123,26.21404,2796.2185
Kazakhstan,2023,8.223941,19.795637,2629.0886
Kazakhstan,2024,10.548616,18.720554,2821.683
Kazakhstan,2025,9.690141,16.564102,2893.8655
Kazakhstan,2026,10.064476,20.161552,2820.9873
Kazakhstan,2027,11.496419,21.416441,2626.4583
Kazakhstan,2028,10.06887,17.350782,2524.3142
Kazakhstan,2029,7.935715,11.117999,2635.696
Kazakhstan,2030,9.476014,13.1398115,2963.3848
Kazakhstan,2031,8.509062,19.96857,2944.9448
Kenya,2022,7.6107683,7.269214,2506.945
Kenya,2023,7.5818777,5.536449,2485.0552
Kenya,2024,7.1960907,4.7568946,2507.0637
Kenya,2025,6.277738,3.7446535,2477.8352
Kenya,2026,5.472266,3.7632604,2432.109
Kenya,2027,5.7226844,6.721677,2500.139
Kenya,2028,7.160936,12.916667,2773.8198
Kenya,2029,8.435931,16.86167,2955.9453
Kenya,2030,10.640492,22.425507,2870.6665
Kenya,2031,7.020806,21.513353,2685.6377
Kiribati,2022,7.6761622,18.046206,2488.9338
Kiribati,2023,8.148191,18.783073,2363.7976
Kiribati,2024,9.023587,23.002998,2534.1548
Kiribati,2025,7.8027835,25.74489,2783.5857
Kiribati,2026,8.221762,29.263924,3001.2644
Kiribati,2027,7.3231173,28.23536,3019.1018
Kiribati,2028,7.415366,25.751945,2829.5154
Kiribati,2029,7.74809,24.5642,2605.5342
Kiribati,2030,9.385421,28.913294,2659.5474
Kiribati,2031,6.621361,21.878822,3022.2847
Kuwait,2022,10.987617,17.450861,2315.8213
Kuwait,2023,14.189473,21.88448,2342.7642
Kuwait,2024,12.183054,19.035267,2257.131
Kuwait,2025,14.821632,22.508537,2376.3223
Kuwait,2026,11.635086,20.176636,2505.1418
Kuwait,2027,13.950612,26.233442,2971.5142
Kuwait,2028,12.604267,27.52933,3323.9644
Kuwait,2029,11.128901,27.22477,3368.797
Kuwait,2030,9.23936,21.698286,2990.1145
Kuwait,2031,8.207401,18.23575,2698.7192
Kyrgyzstan,2022,8.837653,24.819443,3118.7468
Kyrgyzstan,2023,7.7467656,21.284628,3270.0117
Kyrgyzstan,2024,7.316389,7.598044,2961.7598
Kyrgyzstan,2025,8.4883585,6.6708746,2518.2483
Kyrgyzstan,2026,8.731614,16.238974,2749.1194
Kyrgyzstan,2027,9.234128,16.600527,2641.193
Kyrgyzstan,2028,9.326789,13.980367,2506.438
Kyrgyzstan,2029,7.6531057,10.777018,2408.6296
Kyrgyzstan,2030,10.775695,20.147057,2886.0308
Kyrgyzstan,2031,11.035604,21.377678,3099.4014
Laos,2022,8.003286,14.725853,2292.2083
Laos,2023,7.408514,15.282337,2421.2217
Laos,2024,6.6310806,15.728181,2568.2812
Laos,2025,6.0402064,17.013079,2777.2502
Laos,2026,5.9687285,17.660315,2837.2776
Laos,2027,5.546396,13.649535,2409.0056
Laos,2028,4.988995,4.776546,2442.8564
Laos,2029,7.0643992,9.96388,2803.418
Laos,2030,10.101119,11.983337,2142.4382
Laos,2031,6.674944,8.601638,2855.565
Latvia,2022,9.844248,24.259237,2947.9907
Latvia,2023,8.339492,17.586138,2630.815
Latvia,2024,8.921549,19.763453,2745.176
Latvia,2025,8.921793,22.387272,2896.8252
Latvia,2026,8.721249,23.283703,2943.8281
Latvia,2027,8.059399,21.692173,2906.3174
Latvia,2028,7.6192904,18.851736,2866.1226
Latvia,2029,6.82207,20.20405,3016.3572
Latvia,2030,6.403542,22.513582,3087.9065
Latvia,2031,7.090821,14.929519,2786.636
Lebanon,2022,7.4875336,22.98231,2752.6843
Lebanon,2023,6.870295,22.171392,2640.7625
Lebanon,2024,7.4211454,24.657738,2792.8508
Lebanon,2025,5.0894833,22.373583,2848.2988
Lebanon,2026,6.1294284,20.531635,2648.6616
Lebanon,2027,8.64658,21.84275,2555.0356
Lebanon,2028,12.793397,26.29969,2634.9722
Lebanon,2029,14.699048,28.078629,2822.2693
Lebanon,2030,14.741535,25.55164,3114.044
Lebanon,2031,12.338901,23.230997,3157.0215
Lesotho,2022,7.127549,3.4929233,2692.896
Lesotho,2023,8.462482,3.5603042,2443.8916
Lesotho,2024,10.074217,5.0551844,2477.5217
Lesotho,2025,10.195981,5.7721677,2781.4348
Lesotho,2026,8.21246,4.633356,2573.6067
Lesotho,2027,7.887581,13.084369,2494.374
Lesotho,2028,6.9450784,18.658268,3021.2283
Lesotho,2029,5.3323183,19.02004,3195.3254
Lesotho,2030,5.4778976,17.663778,2925.102
Lesotho,2031,7.708349,22.735584,2523.1716
Liberia,2022,5.105722,7.4540844,2554.6128
Liberia,2023,5.5434456,2.3192177,2594.3228
Liberia,2024,6.1051817,-3.2607386,2282.1938
Liberia,2025,6.8877215,0.49831542,2347.566
Liberia,2026,7.1025777,4.287653,2542.9216
Liberia,2027,8.5582075,5.092823,2507.0845
Liberia,2028,7.358617,6.148435,2378.9905
Liberia,2029,5.9724684,6.8747773,2533.4595
Liberia,2030,7.539097,11.585089,2717.1267
Liberia,2031,11.993309,19.480736,2753.3613
Libya,2022,9.015283,25.53034,2997.2878
Libya,2023,8.338018,25.201462,2885.0574
Libya,2024,8.461176,24.75925,2815.0544
Libya,2025,7.1247363,21.077295,2665.7273
Libya,2026,8.565302,22.386183,2601.5603
Libya,2027,8.66967,22.529606,2592.885
Libya,2028,9.307668,22.071144,2652.5894
Libya,2029,11.504013,22.953835,2770.282
Libya,2030,12.913336,25.443676,2897.364
Libya,2031,10.799704,23.819275,3004.0466
Lithuania,2022,12.22678,19.11164,2648.1243
Lithuania,2023,9.262957,12.200404,2306.9966
Lithuania,2024,11.307171,12.769115,2249.805
Lithuania,2025,11.700422,13.655014,2236.0159
Lithuania,2026,10.183785,11.608474,2219.2495
Lithuania,2027,8.579656,6.9461603,2228.8672
Lithuania,2028,10.673794,5.114043,2257.3572
Lithuania,2029,13.829665,8.030567,2482.8662
Lithuania,2030,7.8223267,18.95777,2924.18
Lithuania,2031,11.848861,23.548111,2750.9707
Luxembourg,2022,6.6845007,18.872335,2855.1104
Luxembourg,2023,5.9380026,15.66035,2617.6367
Luxembourg,2024,5.889983,13.819223,2469.6763
Luxembourg,2025,5.648776,12.074739,2378.5286
Luxembourg,2026,5.735434,11.112649,2316.3572
Luxembourg,2027,6.519244,8.900038,2232.76
Luxembourg,2028,8.007499,6.285326,2144.931
Luxembourg,2029,9.88105,5.1227317,2047.975
Luxembourg,2030,9.2142935,7.179724,2220.8816
Luxembourg,2031,7.5991774,21.198763,2892.67
Madagascar,2022,7.507457,6.9753995,2238.188
Madagascar,2023,7.671249,6.316547,2235.4697
Madagascar,2024,8.217618,6.7477303,2229.8508
Madagascar,2025,8.4998,7.814866,2267.0984
Madagascar,2026,8.476288,10.008575,2328.8484
Madagascar,2027,7.5169683,11.345866,2308.3765
Madagascar,2028,7.014042,12.214423,2297.2725
Madagascar,2029,8.31756,14.0448,2425.896
Madagascar,2030,9.084699,15.551003,2554.905
Madagascar,2031,8.369431,16.988043,2803.606
Malawi,2022,7.3736467,16.102324,2593.3623
Malawi,2023,7.2056665,16.648796,2699.9927
Malawi,2024,6.7107234,16.3458,2685.75
Malawi,2025,6.552691,16.586872,2746.5854
Malawi,2026,6.9401393,16.31248,2737.32
Malawi,2027,7.0108676,14.94397,2491.0916
Malawi,2028,4.83734,6.544736,2308.9478
Malawi,2029,6.8483205,9.966572,2939.9736
Malawi,2030,9.003543,10.514022,2401.9783
Malawi,2031,9.238159,10.993942,2612.8289
Malaysia,2022,8.630558,26.393164,3092.1624
Malaysia,2023,9.836661,27.71835,3397.194
Malaysia,2024,8.085563,25.34073,3095.012
Malaysia,2025,10.387831,25.053825,3089.256
Malaysia,2026,9.988442,25.236616,3084.9526
Malaysia,2027,8.400723,24.498663,3102.0447
Malaysia,2028,9.131562,24.089752,3249.8706
Malaysia,2029,9.564005,23.100903,3168.376
Malaysia,2030,7.8737516,23.478468,3357.1062
Malaysia,2031,7.691663,24.363802,2979.4204
Maldives,2022,8.04614,22.869171,2904.1147
Maldives,2023,7.651678,23.175343,3014.987
Maldives,2024,6.7061667,20.126806,2745.2073
Maldives,2025,8.226456,19.173449,2690.1362
Maldives,2026,8.666788,19.684143,2488.5679
Maldives,2027,8.213278,19.261951,2346.326
Maldives,2028,6.290567,16.003832,2624.768
Maldives,2029,7.6074824,8.218027,2801.9004
Maldives,2030,9.5264225,14.106815,2969.1006
Maldives,2031,12.897922,17.71316,2784.3684
Mali,2022,6.690673,14.385836,2567.6555
Mali,2023,6.4141955,12.3000555,2411.6692
Mali,2024,6.165916,8.374224,2265.3345
Mali,2025,6.301703,3.693971,2304.374
Mali,2026,6.197854,3.1183517,2354.9373
Mali,2027,5.1470575,5.4757776,2434.4226
Mali,2028,5.533774,11.559395,2615.496
Mali,2029,7.0773425,14.4548855,2760.9878
Mali,2030,6.153803,13.684262,2849.6409
Mali,2031,6.104004,10.969685,2843.158
Malta,2022,12.040853,14.436739,2470.496
Malta,2023,10.453802,12.262593,2355.4924
Malta,2024,12.937505,14.086641,2313.605
Malta,2025,12.636003,12.5454,2231.7786
Malta,2026,11.05794,10.105172,2224.1553
Malta,2027,9.645834,6.221545,2241.8008
Malta,2028,11.898438,5.59239,2295.334
Malta,2029,13.355159,10.60135,2809.5366
Malta,2030,10.085832,18.298687,2776.304
Malta,2031,9.988007,22.472948,2834.4607
Mauritania,2022,6.22893,15.040128,2443.2837
Mauritania,2023,5.762962,9.023671,2158.904
Mauritania,2024,5.0854936,4.8554115,2013.3617
Mauritania,2025,5.766616,3.0194855,2164.9448
Mauritania,2026,6.218174,5.861925,2423.328
Mauritania,2027,5.1882954,9.117486,2682.4993
Mauritania,2028,6.2443395,17.651,3087.572
Mauritania,2029,7.6793065,21.228268,3252.5576
Mauritania,2030,6.436315,17.812387,3032.7598
Mauritania,2031,4.484796,10.521254,2711.4065
Mauritius,2022,7.671629,25.777933,3164.6462
Mauritius,2023,8.128255,27.90235,3534.2786
Mauritius,2024,6.7512155,24.644423,3189.8774
Mauritius,2025,10.316609,24.070705,3000.0376
Mauritius,2026,10.454334,24.952074,3025.297
Mauritius,2027,10.439025,24.50901,3001.5212
Mauritius,2028,10.74431,23.307524,3048.5295
Mauritius,2029,11.029385,21.991053,2983.9146
Mauritius,2030,8.765282,23.628069,3307.3303
Mauritius,2031,6.7531314,23.574486,2886.7122
Mexico,2022,8.443352,23.593143,3000.1475
Mexico,2023,8.877437,25.15333,3044.1506
Mexico,2024,6.631685,22.427378,2839.6042
Mexico,2025,7.995806,23.667994,2756.3606
Mexico,2026,7.5106406,22.938156,2698.4094
Mexico,2027,9.693864,24.007914,2839.419
Mexico,2028,10.940979,25.726814,3152.645
Mexico,2029,10.96755,24.89429,3520.3804
Mexico,2030,8.759786,15.351641,3120.7817
Mexico,2031,6.910802,13.53528,2856.4963
Micronesia (country),2022,7.6145997,18.839333,2567.6868
Micronesia (country),2023,7.995894,18.676746,2369.536
Micronesia (country),2024,8.0843115,21.566824,2529.0771
Micronesia (country),2025,5.3211746,22.475441,2758.3972
Micronesia (country),2026,5.2977576,24.476233,2955.7874
Micronesia (country),2027,5.95334,25.564726,2991.7063
Micronesia (country),2028,7.2155566,25.276545,2854.95
Micronesia (country),2029,7.7359076,23.16693,2649.601
Micronesia (country),2030,8.1385,25.578775,2849.6858
Micronesia (country),2031,6.7028522,15.892761,3003.472
Moldova,2022,9.725785,11.134841,2991.1003
Moldova,2023,9.802455,10.85686,2864.3655
Moldova,2024,9.5414295,12.839108,2891.2263
Moldova,2025,8.0706625,15.524265,3105.454
Moldova,2026,6.022433,13.907143,2998.074
Moldova,2027,6.7830124,13.342403,2704.6003
Moldova,2028,7.830118,15.464455,2734.5076
Moldova,2029,8.9138565,19.281523,3090.7966
Moldova,2030,8.154288,18.54507,3243.9478
Moldova,2031,7.7353015,14.729171,2540.6821
Mongolia,2022,8.008057,21.236023,2862.753
Mongolia,2023,6.9710894,19.197815,2872.4854
Mongolia,2024,5.611459,11.052953,2802.466
Mongolia,2025,4.187337,1.7883058,2743.9846
Mongolia,2026,6.1072354,16.61321,3058.9536
Mongolia,2027,5.773815,23.953127,3217.576
Mongolia,2028,7.5545945,15.876814,2519.4604
Mongolia,2029,5.8602896,7.5385213,2020.7728
Mongolia,2030,5.610803,7.62446,2160.4617
Mongolia,2031,9.917536,15.325652,2982.432
Montenegro,2022,7.384166,16.01198,2625.8298
Montenegro,2023,6.2898316,11.957615,2462.7473
Montenegro,2024,7.204306,10.105071,2354.3596
Montenegro,2025,6.1626244,6.4700093,2182.3135
Montenegro,2026,6.827733,5.6677203,2153.28
Montenegro,2027,7.246692,5.6076818,2146.023
Montenegro,2028,7.8083115,6.822972,2244.8232
Montenegro,2029,9.055549,9.833789,2575.9353
Montenegro,2030,8.237607,9.527689,2773.9778
Montenegro,2031,8.714911,10.204143,2756.396
Morocco,2022,12.455375,31.094685,2723.3516
Morocco,2023,10.203486,27.78407,2675.1946
Morocco,2024,11.819603,28.809288,2744.9646
Morocco,2025,9.117292,22.272596,2872.5825
Morocco,2026,10.188487,21.568108,3020.3838
Morocco,2027,9.875311,20.256958,2972.486
Morocco,2028,11.532196,20.336895,2628.9353
Morocco,2029,10.247321,15.921537,2315.0876
Morocco,2030,12.298289,19.733774,2410.7805
Morocco,2031,9.857042,15.101988,2424.8745
Mozambique,2022,7.1087785,3.1943238,2168.7944
Mozambique,2023,6.1058884,1.1712462,2400.7761
Mozambique,2024,5.7859607,0.15364225,2333.0305
Mozambique,2025,5.1826706,-2.4709694,2053.87
Mozambique,2026,4.740851,-3.3081675,2019.1544
Mozambique,2027,4.591044,0.09910446,2395.948
Mozambique,2028,6.3589926,6.258323,2711.3838
Mozambique,2029,8.187292,10.8205,2719.9521
Mozambique,2030,9.545026,16.056767,2651.7405
Mozambique,2031,8.72774,22.752552,2764.1724
Myanmar,2022,7.2942615,15.785502,2528.1174
Myanmar,2023,6.8397894,16.152464,2616.6543
Myanmar,2024,6.3459325,16.088337,2656.6646
Myanmar,2025,5.9928102,16.869394,2802.046
Myanmar,2026,5.900096,17.561192,2858.2173
